Date,QQQ,VTI,VYM,IWM,SMDV,SPYG,IWF,VO,VBR,VOE,SPGP,REGL,IWV,XLF,XLE,XLK,XLV,XLY,XLI,XLP,XLU,XLC,SOXX,MOAT,ARKK,ARKG,ARKW,SDY,USMV,HDV,DIA,FDN,VIG,FPX,ITB,ITA,DES,XMLV,SPY,QTUM,TLT,IEF,SHY,BIL,AGG,LQD,HYG,MBB,PFF,GLD,SLV,DBC,USO,PICK,UUP,GDX,GDXJ,DBA
2020-05-31,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,
2020-08-31,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,0.200000,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,
2020-10-31,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,0.200000,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,
2021-02-28,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,0.200000,,,,
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,
2021-07-31,,,,,,,,,0.200000,,,,,,,,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,
2021-08-31,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,
2021-09-30,,,,,,,,,0.200000,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,
2021-10-31,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,
2021-11-30,,,,,,,,,,,,,,,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,0.200000,0.200000,,,,,
2021-12-31,,,,,,,,,,,,,,,0.200000,,,,,,,,0.200000,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,
2022-01-31,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,
2022-02-28,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,
2022-03-31,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,0.200000
2022-04-30,,,,,,,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,0.200000
2022-05-31,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,0.200000
2022-06-30,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,0.200000,,,
2022-10-31,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,0.200000,,,
2022-11-30,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,
2022-12-31,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,0.200000,0.200000,,0.200000,,,
2023-01-31,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,0.200000,0.200000,0.200000,,,,
2023-02-28,,,,,,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,
2023-03-31,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,0.200000,,,,,,,,,,,0.200000,,,
2023-04-30,,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,,
2023-05-31,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,,,,,,,,0.200000,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2023-07-31,,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,0.200000,,,,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2023-08-31,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,0.200000,,,,,,,
2023-09-30,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,0.200000,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30,,,,,,,,,,,,,,,,0.200000,,,,,,0.200000,0.200000,,,,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,0.200000,,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2024-01-31,0.200000,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,,,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,0.200000,,,0.200000,,,,,0.200000,,,,,,,,,,,,,,,,,,
2024-05-31,,,,,,,,,,,,,,0.200000,,,,,,,,0.200000,0.200000,,,,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,0.200000,0.200000,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-31,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,0.200000,0.200000,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,,,,,,,,,,,,,,0.200000,,,,,,,,,0.200000,,,,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,,
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,0.200000,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,
2024-11-30,,,,,,,,,,,,,,0.200000,,,,,,,,0.200000,,,,,0.200000,,,,,,,0.200000,0.200000,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,,,,,,0.200000,,,,,,,,,,,,,,,,0.200000,,,,,0.200000,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,0.200000
2025-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,0.200000,0.200000,
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,0.200000,0.200000,
2025-03-31,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,,,0.200000,0.200000,
2025-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,0.200000,,,,,,,,,,0.200000,,,,,,0.200000,0.200000,
2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,0.200000,0.200000,
2025-07-31,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,,,,,,,0.200000,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,
2025-08-31,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,0.200000,0.200000,
2025-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,0.200000,0.200000,,,,,0.200000,0.200000,
2025-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,0.200000,,,0.200000,,0.200000,0.200000,
2026-03-31,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000,,0.200000,,,0.200000,0.200000,
2026-05-31,,,,,,,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,,,,,,,0.200000,,,,,,,,,,,0.200000,,0.200000,,,,0.200000,
